code,name,ultimate,element,win,vs_empty,vs_empty_error,vs_punch,vs_punch_error,cast_rate,dodge_rate,damage,win_зеркало,win_танк,win_ловкач
scroll_healing_rain,Лечебный дождь,False,💧 Водный,77.38333333333334,22.0,1.03681753687552,19.175,1.0036827252955205,91.325,0.0,1023.0195,72.775,84.3,75.075
scroll_astral_step,Астральный шаг,False,💨 Воздушный,60.583333333333336,5.2,1.1068089828970018,2.375,1.0783209846464212,91.325,0.0,988.6500833333333,55.125,66.05,60.575
scroll_misprint_curse,Проклятие опечатки,False,🌿 Растения,52.983333333333334,-2.4,1.084594268560345,-5.225,1.0626201009433238,91.325,0.0,967.8974166666667,47.449999999999996,58.525000000000006,52.97500000000001
scroll_dispersal_ray,Луч рассеивания,False,🔥 Огненный,60.15833333333334,4.775,0.9999350946656022,1.95,0.24741421573853123,91.325,12.583264896432155,988.1348333333333,55.45,64.775,60.25
scroll_mirror_shard,Осколок зеркала,False,❄️ Морозный,61.49166666666667,6.108333333333333,1.073609017553959,3.283333333333333,1.006242032732461,91.325,0.0,991.8538333333333,55.675,67.65,61.150000000000006
scroll_time_sand,Песок времени,False,🪨 Земля,64.61666666666666,9.233333333333334,1.0809729810379147,6.408333333333334,1.0335339947269035,91.325,0.0,997.68275,59.550000000000004,70.625,63.675000000000004
scroll_rune_mark,Руна мишени,False,🪨 Земля,56.96666666666667,1.5833333333333335,1.0094092426283026,-1.2416666666666667,0.9441497947326201,91.325,0.0,981.2251666666667,51.625,61.3,57.975
scroll_poltergeist_push,Толчок полтергейста,False,💨 Воздушный,62.50833333333333,7.124999999999999,0.9989262830959658,4.3,0.3629725156086302,91.325,12.583264896432155,993.1518333333333,57.925000000000004,66.825,62.775000000000006
scroll_nmm_glint,Блик NMM,False,💨 Воздушный,63.675000000000004,8.291666666666666,0.9979130651726741,5.466666666666667,0.4067591463724823,91.325,12.583264896432155,995.9255,59.075,68.2,63.74999999999999
scroll_enamel_varnish,Лаковый панцирь,False,🪨 Земля,80.85,25.466666666666665,0.9951341203635037,22.641666666666666,0.9616040729318136,91.325,0.0,1030.1775,76.125,88.1,78.325
scroll_ink_wash,Чернильная проливка,False,💧 Водный,56.02916666666666,0.6458333333333334,1.010037822822152,-2.1791666666666667,0.9461824200061419,91.325,0.0,978.66275,50.787499999999994,60.324999999999996,56.974999999999994
scroll_drybrush,Сухая кисть,False,🔥 Огненный,63.59166666666667,8.208333333333332,1.000803030512447,5.383333333333333,0.40382481481281796,91.325,12.583264896432155,994.77925,59.22500000000001,67.95,63.6
scroll_pigment_fog,Пигментный туман,False,🌿 Растения,62.849999999999994,7.466666666666668,1.040913622446044,4.641666666666667,1.0131231777608756,91.325,0.0,994.1520833333333,58.15,67.375,63.025
scroll_masking_tape,Малярная лента,False,🪨 Земля,67.20833333333334,11.825,1.0582125843796595,9.0,1.0040836030879927,91.325,0.0,1003.9631666666667,61.824999999999996,74.75,65.05
scroll_wet_palette,Влажная палитра,False,💧 Водный,75.58333333333334,20.200000000000003,1.0379943923135218,17.375,1.0056675094795229,91.325,0.0,1020.8555833333334,71.0,82.575,73.175
scroll_solvent_splash,Растворитель,False,💧 Водный,57.125,1.7416666666666667,1.0046892394205793,-1.0833333333333335,0.265693544533583,91.325,12.583264896432155,980.2405833333333,52.2,61.7,57.475
scroll_predator_bite,Хищный укус,False,🌿 Растения,61.88333333333333,6.5,0.9988219468710327,3.675,0.33665240801205976,91.325,12.583264896432155,991.8373333333333,57.3,66.225,62.125
scroll_thorn_cocoon,Шипастый кокон,False,🌿 Растения,70.39166666666667,15.008333333333335,1.0475057916150825,12.183333333333334,0.9859955048364026,91.325,0.0,1012.2969166666667,66.07499999999999,74.225,70.875
scroll_iron_stance,Железная стойка,False,🪨 Земля,73.375,17.991666666666667,1.039562134158723,15.166666666666668,0.9922112414550204,91.325,0.0,1017.62075,68.0,80.72500000000001,71.39999999999999
scroll_headlong_rush,Лобовая атака,False,🪨 Земля,66.60000000000001,11.216666666666667,0.9979833444242263,8.391666666666667,0.4961067635272427,91.325,12.583264896432155,1002.64425,62.224999999999994,70.92500000000001,66.64999999999999
scroll_field_bandage,Полевая перевязка,False,🌿 Растения,78.85,23.466666666666665,1.0370720867236152,20.641666666666666,1.0060620163401794,91.325,0.0,1025.2744166666666,74.9,85.275,76.375
scroll_feint,Финт,False,💨 Воздушный,63.475,8.091666666666667,1.099417460343873,5.266666666666667,1.0694370110954639,91.325,0.0,995.4049166666666,58.45,68.525,63.449999999999996
scroll_grappling_hook,Крюк,False,💨 Воздушный,61.133333333333326,5.75,0.9984245347136569,2.9250000000000003,0.30150893002735507,91.325,12.583264896432155,989.88425,56.775,65.35,61.275
ultimate_starfall,Звездопад,True,🔥 Огненный,72.08333333333333,16.7,0.9883538932411088,13.875000000000002,0.618535539346328,91.325,12.583264896432155,1013.8063333333333,68.075,76.225,71.95
ultimate_dragon_breath,Дыхание дракона,True,🔥 Огненный,77.55,22.166666666666668,0.9738095636021041,19.341666666666665,0.7067325820770456,91.325,12.583264896432155,1023.0519166666667,74.075,82.15,76.425
ultimate_masterpiece,Шедевр,True,🌿 Растения,65.7,10.316666666666666,1.0002872871030168,7.491666666666667,0.4710458650789659,91.325,12.583264896432155,999.93525,61.150000000000006,70.15,65.8
ultimate_time_reversal,Обратный ход,True,💧 Водный,69.475,14.091666666666667,1.0857770742042472,11.266666666666666,1.0458457088033606,91.325,0.0,1006.083,64.825,75.375,68.22500000000001
ultimate_glass_citadel,Стеклянная цитадель,True,❄️ Морозный,86.85833333333333,31.474999999999998,0.9541342305023826,28.65,0.924714823074781,91.325,0.0,1039.9471666666666,83.125,92.65,84.8
ultimate_kraken,Кракен из ведра,True,💧 Водный,65.85,10.466666666666667,1.0681669175684683,7.641666666666666,0.9407209317456854,91.325,12.583264896432155,1001.6951666666666,61.324999999999996,71.5,64.725
ultimate_final_gambit,Последняя ставка,True,🔥 Огненный,61.375,5.991666666666666,1.0218776234257652,3.166666666666667,0.6471994469344009,91.325,12.583264896432155,993.0260833333333,56.775,62.949999999999996,64.4
ultimate_rainbow_flood,Радужный потоп,True,💧 Водный,76.1,20.716666666666665,0.9955690250041446,17.891666666666666,0.685808024271879,91.325,12.583264896432155,1020.1740833333333,72.0,81.925,74.375
ultimate_blackout,Затмение,True,❄️ Морозный,68.50833333333334,13.125,1.0266134040600052,10.299999999999999,0.9992748706882066,91.325,0.0,1007.6321666666666,63.800000000000004,72.275,69.45
ultimate_golden_frame,Золотая рама,True,🔥 Огненный,76.21666666666667,20.833333333333336,1.0280269017313202,18.008333333333333,0.9849071682997614,91.325,0.0,1022.34925,71.0,83.1,74.55000000000001
